[[-4.52449799e+01 -2.39091869e-02]
 [-1.18933611e+01 -3.75125520e-02]
 [-1.15836143e+01 -3.70556042e-02]
 [-1.12735863e+01 -3.65374535e-02]
 [-1.09633217e+01 -3.59606929e-02]
 [-1.06528616e+01 -3.53279114e-02]
 [-1.03422518e+01 -3.46416980e-02]
 [-1.00315332e+01 -3.39046456e-02]
 [-9.72074986e+00 -3.31193432e-02]
 [-9.40994549e+00 -3.22883800e-02]
 [-9.09916210e+00 -3.14143486e-02]
 [-8.78844357e+00 -3.04998346e-02]
 [-8.47783279e+00 -2.95474306e-02]
 [-8.16737366e+00 -2.85597276e-02]
 [-7.85710812e+00 -2.75393128e-02]
 [-7.54708052e+00 -2.64887773e-02]
 [-7.23733282e+00 -2.54107118e-02]
 [-6.92790937e+00 -2.43077073e-02]
 [-6.61885262e+00 -2.31823511e-02]
 [-6.31020594e+00 -2.20372342e-02]
 [-6.00201273e+00 -2.08749473e-02]
 [-5.69431543e+00 -1.96980797e-02]
 [-5.38715792e+00 -1.85092222e-02]
 [-5.08058310e+00 -1.73109639e-02]
 [-4.77463388e+00 -1.61058959e-02]
 [-4.46934128e+00 -1.48968836e-02]
 [-4.16468287e+00 -1.36878975e-02]
 [-3.86062503e+00 -1.24831852e-02]
 [-3.55713296e+00 -1.12869935e-02]
 [-3.25417233e+00 -1.01035694e-02]
 [-2.95170856e+00 -8.93716048e-03]
 [-2.64970756e+00 -7.79201323e-03]
 [-2.34813499e+00 -6.67237490e-03]
 [-2.04695630e+00 -5.58249233e-03]
 [-1.74613690e+00 -4.52661328e-03]
 [-1.44564271e+00 -3.50898411e-03]
 [-1.14543927e+00 -2.53385212e-03]
 [-8.45492005e-01 -1.60546426e-03]
 [-5.45766771e-01 -7.28067767e-04]
 [-2.46228978e-01  9.40904501e-05]
 [ 5.31556755e-02  8.56763334e-04]
 [ 3.52421612e-01  1.55570381e-03]
 [ 6.51603162e-01  2.18666485e-03]
 [ 9.50734854e-01  2.74539925e-03]
 [ 1.24985099e+00  3.22766020e-03]
 [ 1.54898584e+00  3.62920039e-03]
 [ 1.84817410e+00  3.94577300e-03]
 [ 2.14744997e+00  4.17313073e-03]
 [ 2.44684768e+00  4.30702697e-03]
 [ 2.74640203e+00  4.34321444e-03]
 [ 3.04614711e+00  4.27744584e-03]
 [ 3.34611750e+00  4.10547433e-03]
 [ 3.64634728e+00  3.82305263e-03]
 [ 3.94687128e+00  3.42593412e-03]
 [ 4.24772358e+00  2.90987152e-03]
 [ 4.54893875e+00  2.27061776e-03]
 [ 4.85055113e+00  1.50392565e-03]
 [ 5.15258646e+00  6.08109403e-04]
 [ 5.45503807e+00 -4.08273510e-04]
 [ 5.75789022e+00 -1.53410435e-03]
 [ 6.06112719e+00 -2.75826454e-03]
 [ 6.36473370e+00 -4.06963518e-03]
 [ 6.66869450e+00 -5.45709813e-03]
 [ 6.97299290e+00 -6.90953434e-03]
 [ 7.27761459e+00 -8.41582473e-03]
 [ 7.58254337e+00 -9.96485166e-03]
 [ 7.88776445e+00 -1.15454961e-02]
 [ 8.19326115e+00 -1.31466389e-02]
 [ 8.49901867e+00 -1.47571620e-02]
 [ 8.80502129e+00 -1.63659472e-02]
 [ 9.11125374e+00 -1.79618746e-02]
 [ 9.41769981e+00 -1.95338260e-02]
 [ 9.72434521e+00 -2.10706815e-02]
 [ 1.00311728e+01 -2.25613266e-02]
 [ 1.03381691e+01 -2.39946377e-02]
 [ 1.06453161e+01 -2.53594983e-02]
 [ 1.09525995e+01 -2.66447905e-02]
 [ 1.12600050e+01 -2.78393961e-02]
 [ 1.15675144e+01 -2.89321933e-02]
 [ 1.18751144e+01 -2.99120676e-02]
 [ 1.21827888e+01 -3.07678953e-02]
 [ 1.24905214e+01 -3.14885639e-02]
 [ 1.27982979e+01 -3.20629478e-02]
 [ 1.31061010e+01 -3.24799344e-02]
 [ 1.34139166e+01 -3.27284038e-02]
 [ 1.37217293e+01 -3.27972323e-02]
 [ 1.40295229e+01 -3.26753072e-02]
 [ 1.43372822e+01 -3.23515087e-02]
 [ 1.46449909e+01 -3.18147168e-02]
 [ 1.49526386e+01 -3.10578588e-02]
 [ 1.52602320e+01 -3.00900377e-02]
 [ 1.55677824e+01 -2.89244037e-02]
 [ 1.58753014e+01 -2.75741071e-02]
 [ 1.61827984e+01 -2.60522980e-02]
 [ 1.64902859e+01 -2.43721250e-02]
 [ 1.67977772e+01 -2.25467365e-02]
 [ 1.71052780e+01 -2.05892846e-02]
 [ 1.74128056e+01 -1.85129158e-02]
 [ 1.77203674e+01 -1.63307842e-02]
 [ 1.80279751e+01 -1.40560344e-02]
 [ 1.83356400e+01 -1.17018186e-02]
 [ 1.86433735e+01 -9.28128604e-03]
 [ 1.89511890e+01 -6.80758618e-03]
 [ 1.92590942e+01 -4.29386878e-03]
 [ 1.95671024e+01 -1.75328308e-03]
 [ 1.98752232e+01  8.01021291e-04]
 [ 2.01834698e+01  3.35589470e-03]
 [ 2.04918499e+01  5.89818787e-03]
 [ 2.08003788e+01  8.41475092e-03]
 [ 2.11090660e+01  1.08924340e-02]
 [ 2.14179230e+01  1.33180879e-02]
 [ 2.17269611e+01  1.56785641e-02]
 [ 2.20361900e+01  1.79607105e-02]
 [ 2.23456230e+01  2.01513804e-02]
 [ 2.26552696e+01  2.22374219e-02]
 [ 2.29651413e+01  2.42056865e-02]
 [ 2.32752495e+01  2.60430258e-02]
 [ 2.35856075e+01  2.77362876e-02]
 [ 2.38962231e+01  2.92723235e-02]
 [ 2.42071075e+01  3.06379851e-02]
 [ 2.45182762e+01  3.18201222e-02]
 [ 2.48297215e+01  3.28097157e-02]
 [ 2.51413898e+01  3.36142592e-02]
 [ 2.54532127e+01  3.42453830e-02]
 [ 2.57651176e+01  3.47147174e-02]
 [ 2.60770359e+01  3.50338854e-02]
 [ 2.63888969e+01  3.52145135e-02]
 [ 2.67006302e+01  3.52682285e-02]
 [ 2.70121689e+01  3.52066644e-02]
 [ 2.73234406e+01  3.50414403e-02]
 [ 2.76343746e+01  3.47841904e-02]
 [ 2.79449024e+01  3.44465375e-02]
 [ 2.82549553e+01  3.40401083e-02]
 [ 2.85644627e+01  3.35765332e-02]
 [ 2.88733540e+01  3.30674350e-02]
 [ 2.91815586e+01  3.25244479e-02]
 [ 2.94890079e+01  3.19591910e-02]
 [ 2.97956314e+01  3.13832983e-02]
 [ 3.01013584e+01  3.08083929e-02]
 [ 3.04061222e+01  3.02461050e-02]
 [ 3.07098503e+01  2.97080576e-02]
 [ 3.10124722e+01  2.92058829e-02]
 [ 3.13139210e+01  2.87512038e-02]
 [ 3.16141224e+01  2.83556506e-02]
 [ 3.19130116e+01  2.80308500e-02]
 [ 3.22105141e+01  2.77884267e-02]
 [ 3.25065651e+01  2.76400112e-02]
 [ 3.28010864e+01  2.75972299e-02]
 [ 3.30940170e+01  2.76717078e-02]
 [ 3.33852844e+01  2.78750751e-02]
 [ 3.36748161e+01  2.82189585e-02]
 [ 3.39625435e+01  2.87149828e-02]
 [ 3.42483978e+01  2.93747783e-02]
 [ 3.45323181e+01  3.02062444e-02]
 [ 3.48142815e+01  3.12023796e-02]
 [ 3.50942688e+01  3.23524587e-02]
 [ 3.53722649e+01  3.36457491e-02]
 [ 3.56482582e+01  3.50715294e-02]
 [ 3.59222336e+01  3.66190672e-02]
 [ 3.61941719e+01  3.82776372e-02]
 [ 3.64640617e+01  4.00365107e-02]
 [ 3.67318878e+01  4.18849587e-02]
 [ 3.69976349e+01  4.38122600e-02]
 [ 3.72612839e+01  4.58076783e-02]
 [ 3.75228271e+01  4.78604920e-02]
 [ 3.77822418e+01  4.99599725e-02]
 [ 3.80395164e+01  5.20953909e-02]
 [ 3.82946358e+01  5.42560183e-02]
 [ 3.85475845e+01  5.64311296e-02]
 [ 3.87983475e+01  5.86099960e-02]
 [ 3.90469093e+01  6.07818924e-02]
 [ 3.92932549e+01  6.29360899e-02]
 [ 3.95373688e+01  6.50618598e-02]
 [ 3.97792358e+01  6.71484768e-02]
 [ 4.00188446e+01  6.91852048e-02]
 [ 4.02561722e+01  7.11613297e-02]
 [ 4.04912109e+01  7.30661154e-02]
 [ 4.07239418e+01  7.48888329e-02]
 [ 4.09543533e+01  7.66187608e-02]
 [ 4.11824265e+01  7.82451704e-02]
 [ 4.14081459e+01  7.97573254e-02]
 [ 4.16315002e+01  8.11445117e-02]
 [ 4.18524704e+01  8.23959932e-02]
 [ 4.20710411e+01  8.35010409e-02]
 [ 4.22872009e+01  8.44489336e-02]
 [ 4.25009384e+01  8.52318183e-02]
 [ 4.27122612e+01  8.58533904e-02]
 [ 4.29211884e+01  8.63201916e-02]
 [ 4.31277275e+01  8.66388083e-02]
 [ 4.33318977e+01  8.68157893e-02]
 [ 4.35337105e+01  8.68576989e-02]
 [ 4.37331848e+01  8.67711082e-02]
 [ 4.39303322e+01  8.65625739e-02]
 [ 4.41251678e+01  8.62386674e-02]
 [ 4.43177071e+01  8.58059376e-02]
 [ 4.45079613e+01  8.52709636e-02]
 [ 4.46959457e+01  8.46403018e-02]
 [ 4.48816795e+01  8.39205161e-02]
 [ 4.50651703e+01  8.31181780e-02]
 [ 4.52464371e+01  8.22398365e-02]
 [ 4.54254951e+01  8.12920630e-02]
 [ 4.56023560e+01  8.02814215e-02]
 [ 4.57770348e+01  7.92144686e-02]
 [ 4.59495468e+01  7.80977830e-02]
 [ 4.61199074e+01  7.69379139e-02]] [[-4.62236977e+01  1.87820401e-02]
 [-4.60547791e+01  2.29540374e-02]
 [-4.58843613e+01  2.71483716e-02]
 [-4.57123299e+01  3.13512608e-02]
 [-4.55385666e+01  3.55489254e-02]
 [-4.53629532e+01  3.97275873e-02]
 [-4.51853752e+01  4.38734666e-02]
 [-4.50057144e+01  4.79727872e-02]
 [-4.48238525e+01  5.20117655e-02]
 [-4.46396751e+01  5.59766218e-02]
 [-4.44530640e+01  5.98535761e-02]
 [-4.42638969e+01  6.36288524e-02]
 [-4.40720673e+01  6.72886744e-02]
 [-4.38774490e+01  7.08192512e-02]
 [-4.36799278e+01  7.42068142e-02]
 [-4.34793892e+01  7.74375796e-02]
 [-4.32757111e+01  8.04977715e-02]
 [-4.30687790e+01  8.33735988e-02]
 [-4.28584785e+01  8.60513002e-02]
 [-4.26446915e+01  8.85170773e-02]
 [-4.24272957e+01  9.07571688e-02]
 [-4.22062149e+01  9.27612036e-02]
 [-4.19814949e+01  9.45325270e-02]
 [-4.17532196e+01  9.60778892e-02]
 [-4.15214767e+01  9.74040553e-02]
 [-4.12863426e+01  9.85177755e-02]
 [-4.10479126e+01  9.94258076e-02]
 [-4.08062592e+01  1.00134917e-01]
 [-4.05614738e+01  1.00651853e-01]
 [-4.03136368e+01  1.00983381e-01]
 [-4.00628319e+01  1.01136252e-01]
 [-3.98091431e+01  1.01117224e-01]
 [-3.95526581e+01  1.00933060e-01]
 [-3.92934570e+01  1.00590512e-01]
 [-3.90316238e+01  1.00096345e-01]
 [-3.87672462e+01  9.94573087e-02]
 [-3.85004044e+01  9.86801609e-02]
 [-3.82311821e+01  9.77716669e-02]
 [-3.79596634e+01  9.67385843e-02]
 [-3.76859322e+01  9.55876559e-02]
 [-3.74100761e+01  9.43256542e-02]
 [-3.71321754e+01  9.29593369e-02]
 [-3.68523140e+01  9.14954543e-02]
 [-3.65705757e+01  8.99407640e-02]
 [-3.62870483e+01  8.83020312e-02]
 [-3.60018120e+01  8.65860060e-02]
 [-3.57149506e+01  8.47994536e-02]
 [-3.54265480e+01  8.29491243e-02]
 [-3.51366882e+01  8.10417831e-02]
 [-3.48454590e+01  7.90841803e-02]
 [-3.45529404e+01  7.70830736e-02]
 [-3.42592163e+01  7.50452280e-02]
 [-3.39643707e+01  7.29773939e-02]
 [-3.36684837e+01  7.08854720e-02]
 [-3.33716087e+01  6.87718838e-02]
 [-3.30738029e+01  6.66381940e-02]
 [-3.27751160e+01  6.44859672e-02]
 [-3.24755974e+01  6.23167641e-02]
 [-3.21753006e+01  6.01321496e-02]
 [-3.18742752e+01  5.79336919e-02]
 [-3.15725765e+01  5.57229482e-02]
 [-3.12702522e+01  5.35014868e-02]
 [-3.09673576e+01  5.12708649e-02]
 [-3.06639423e+01  4.90326509e-02]
 [-3.03600559e+01  4.67884094e-02]
 [-3.00557556e+01  4.45397012e-02]
 [-2.97510872e+01  4.22880873e-02]
 [-2.94461060e+01  4.00351323e-02]
 [-2.91408634e+01  3.77824046e-02]
 [-2.88354092e+01  3.55314650e-02]
 [-2.85297966e+01  3.32838707e-02]
 [-2.82240772e+01  3.10411956e-02]
 [-2.79183006e+01  2.88049951e-02]
 [-2.76125221e+01  2.65768375e-02]
 [-2.73067894e+01  2.43582819e-02]
 [-2.70011578e+01  2.21508946e-02]
 [-2.66956749e+01  1.99562404e-02]
 [-2.63903961e+01  1.77758783e-02]
 [-2.60853710e+01  1.56113757e-02]
 [-2.57806530e+01  1.34642944e-02]
 [-2.54762917e+01  1.13361971e-02]
 [-2.51723404e+01  9.22864862e-03]
 [-2.48688488e+01  7.14321202e-03]
 [-2.45658703e+01  5.08145010e-03]
 [-2.42634563e+01  3.04492703e-03]
 [-2.39616413e+01  1.03524933e-03]
 [-2.36603985e+01 -9.45801556e-04]
 [-2.33596859e+01 -2.89640110e-03]
 [-2.30594559e+01 -4.81472444e-03]
 [-2.27596684e+01 -6.69894740e-03]
 [-2.24602776e+01 -8.54724459e-03]
 [-2.21612415e+01 -1.03577916e-02]
 [-2.18625145e+01 -1.21287638e-02]
 [-2.15640526e+01 -1.38583360e-02]
 [-2.12658157e+01 -1.55446846e-02]
 [-2.09677563e+01 -1.71859842e-02]
 [-2.06698322e+01 -1.87804103e-02]
 [-2.03719997e+01 -2.03261375e-02]
 [-2.00742149e+01 -2.18213405e-02]
 [-1.97764359e+01 -2.32641976e-02]
 [-1.94786148e+01 -2.46528815e-02]
 [-1.91807117e+01 -2.59855688e-02]
 [-1.88826828e+01 -2.72604320e-02]
 [-1.85844822e+01 -2.84756515e-02]
 [-1.82860680e+01 -2.96293981e-02]
 [-1.79873943e+01 -3.07198483e-02]
 [-1.76884212e+01 -3.17451805e-02]
 [-1.73891010e+01 -3.27035636e-02]
 [-1.70893917e+01 -3.35931778e-02]
 [-1.67892513e+01 -3.44121978e-02]
 [-1.64886322e+01 -3.51587981e-02]
 [-1.61874943e+01 -3.58311571e-02]
 [-1.58857937e+01 -3.64274420e-02]
 [-1.55834846e+01 -3.69458348e-02]
 [-1.52805243e+01 -3.73845138e-02]
 [-1.49768686e+01 -3.77416462e-02]
 [-1.46724758e+01 -3.80154103e-02]
 [-1.43673143e+01 -3.82046998e-02]
 [-1.40614176e+01 -3.83112915e-02]
 [-1.37548323e+01 -3.83376703e-02]
 [-1.34476042e+01 -3.82863283e-02]
 [-1.31397800e+01 -3.81597579e-02]
 [-1.28314056e+01 -3.79604474e-02]
 [-1.25225286e+01 -3.76908854e-02]
 [-1.22131948e+01 -3.73535715e-02]
 [-1.19034510e+01 -3.69509868e-02]
 [-1.15933447e+01 -3.64856273e-02]
 [-1.12829199e+01 -3.59599814e-02]
 [-1.09722261e+01 -3.53765376e-02]
 [-1.06613073e+01 -3.47377919e-02]
 [-1.03502121e+01 -3.40462327e-02]
 [-1.00389853e+01 -3.33043486e-02]
 [-9.72767448e+00 -3.25146355e-02]
 [-9.41632557e+00 -3.16795781e-02]
 [-9.10498619e+00 -3.08016688e-02]
 [-8.79370117e+00 -2.98833996e-02]
 [-8.48251820e+00 -2.89272610e-02]
 [-8.17148399e+00 -2.79357433e-02]
 [-7.86064434e+00 -2.69113369e-02]
 [-7.55004597e+00 -2.58565322e-02]
 [-7.23973560e+00 -2.47738194e-02]
 [-6.92975950e+00 -2.36656908e-02]
 [-6.62016439e+00 -2.25346368e-02]
 [-6.31099701e+00 -2.13831477e-02]
 [-6.00230360e+00 -2.02137139e-02]
 [-5.69413042e+00 -1.90288257e-02]
 [-5.38652468e+00 -1.78309735e-02]
 [-5.07953215e+00 -1.66226495e-02]
 [-4.77320004e+00 -1.54063432e-02]
 [-4.46756077e+00 -1.41848596e-02]
 [-4.16259241e+00 -1.29622575e-02]
 [-3.85825896e+00 -1.17429122e-02]
 [-3.55452514e+00 -1.05311945e-02]
 [-3.25135469e+00 -9.33147967e-03]
 [-2.94871187e+00 -8.14814121e-03]
 [-2.64656138e+00 -6.98555168e-03]
 [-2.34486699e+00 -5.84808458e-03]
 [-2.04359293e+00 -4.74011339e-03]
 [-1.74270368e+00 -3.66601208e-03]
 [-1.44216335e+00 -2.63015367e-03]
 [-1.14193618e+00 -1.63691142e-03]
 [-8.41986299e-01 -6.90659101e-04]
 [-5.42277992e-01  2.04230077e-04]
 [-2.42775545e-01  1.04338257e-03]
 [ 5.65568730e-02  1.82242505e-03]
 [ 3.55755031e-01  2.53698416e-03]
 [ 6.54854715e-01  3.18268617e-03]
 [ 9.53891635e-01  3.75515805e-03]
 [ 1.25290167e+00  4.25002584e-03]
 [ 1.55192041e+00  4.66291700e-03]
 [ 1.85098386e+00  4.98945685e-03]
 [ 2.15012765e+00  5.22527331e-03]
 [ 2.44938779e+00  5.36599196e-03]
 [ 2.74879956e+00  5.40723978e-03]
 [ 3.04839921e+00  5.34464326e-03]
 [ 3.34822226e+00  5.17382938e-03]
 [ 3.64830446e+00  4.89042373e-03]
 [ 3.94868183e+00  4.49005375e-03]
 [ 4.24939013e+00  3.96834593e-03]
 [ 4.55046463e+00  3.32092657e-03]
 [ 4.85194159e+00  2.54342239e-03]
 [ 5.15384817e+00  1.63406215e-03]
 [ 5.45617771e+00  6.01483334e-04]
 [ 5.75891399e+00 -5.43074217e-04]
 [ 6.06204224e+00 -1.78837066e-03]
 [ 6.36554670e+00 -3.12316627e-03]
 [ 6.66941214e+00 -4.53622127e-03]
 [ 6.97362280e+00 -6.01629587e-03]
 [ 7.27816343e+00 -7.55215064e-03]
 [ 7.58301830e+00 -9.13254544e-03]
 [ 7.88817215e+00 -1.07462397e-02]
 [ 8.19361019e+00 -1.23819951e-02]
 [ 8.49931526e+00 -1.40285715e-02]
 [ 8.80527401e+00 -1.56747289e-02]
 [ 9.11146927e+00 -1.73092261e-02]
 [ 9.41788673e+00 -1.89208258e-02]
 [ 9.72450924e+00 -2.04982869e-02]
 [ 1.00313234e+01 -2.20303703e-02]
 [ 1.03383131e+01 -2.35058367e-02]
 [ 1.06454630e+01 -2.49134433e-02]
 [ 1.09527559e+01 -2.62419544e-02]
 [ 1.12601795e+01 -2.74801273e-02]
 [ 1.15677156e+01 -2.86167227e-02]
 [ 1.18753490e+01 -2.96405014e-02]
 [ 1.21830664e+01 -3.05402242e-02]
 [ 1.24908504e+01 -3.13046500e-02]
 [ 1.27986860e+01 -3.19225378e-02]
 [ 1.31065578e+01 -3.23826522e-02]
 [ 1.34144497e+01 -3.26737501e-02]
 [ 1.37223482e+01 -3.27845961e-02]
 [ 1.40302353e+01 -3.27039436e-02]
 [ 1.43380976e+01 -3.24205533e-02]
 [ 1.46459188e+01 -3.19231935e-02]
 [ 1.49536867e+01 -3.12046763e-02]
 [ 1.52614098e+01 -3.02740782e-02]
 [ 1.55690947e+01 -2.91445237e-02]
 [ 1.58767548e+01 -2.78291479e-02]
 [ 1.61843987e+01 -2.63410788e-02]
 [ 1.64920349e+01 -2.46934462e-02]
 [ 1.67996769e+01 -2.28993818e-02]
 [ 1.71073322e+01 -2.09720153e-02]
 [ 1.74150124e+01 -1.89244766e-02]
 [ 1.77227268e+01 -1.67698972e-02]
 [ 1.80304852e+01 -1.45214079e-02]
 [ 1.83382988e+01 -1.21921385e-02]
 [ 1.86461773e+01 -9.79521777e-03]
 [ 1.89541283e+01 -7.34377839e-03]
 [ 1.92621670e+01 -4.85094963e-03]
 [ 1.95702991e+01 -2.32986198e-03]
 [ 1.98785362e+01  2.06354191e-04]
 [ 2.01868896e+01  2.74456828e-03]
 [ 2.04953671e+01  5.27164992e-03]
 [ 2.08039799e+01  7.77446898e-03]
 [ 2.11127396e+01  1.02398945e-02]
 [ 2.14216537e+01  1.26547972e-02]
 [ 2.17307339e+01  1.50060458e-02]
 [ 2.20399895e+01  1.72805097e-02]
 [ 2.23494301e+01  1.94650590e-02]
 [ 2.26590672e+01  2.15465631e-02]
 [ 2.29689102e+01  2.35118922e-02]
 [ 2.32789707e+01  2.53479164e-02]
 [ 2.35892563e+01  2.70415042e-02]
 [ 2.38997784e+01  2.85795238e-02]
 [ 2.42105484e+01  2.99488474e-02]
 [ 2.45215721e+01  3.11363433e-02]
 [ 2.48328514e+01  3.21329832e-02]
 [ 2.51443291e+01  3.29461284e-02]
 [ 2.54559364e+01  3.35872546e-02]
 [ 2.57676067e+01  3.40678208e-02]
 [ 2.60792694e+01  3.43993008e-02]
 [ 2.63908596e+01  3.45931575e-02]
 [ 2.67023067e+01  3.46608646e-02]
 [ 2.70135422e+01  3.46138813e-02]
 [ 2.73244991e+01  3.44636776e-02]
 [ 2.76351109e+01  3.42217200e-02]
 [ 2.79453049e+01  3.38994786e-02]
 [ 2.82550163e+01  3.35084200e-02]
 [ 2.85641766e+01  3.30600105e-02]
 [ 2.88727169e+01  3.25657204e-02]
 [ 2.91805687e+01  3.20370086e-02]
 [ 2.94876652e+01  3.14853527e-02]
 [ 2.97939358e+01  3.09222117e-02]
 [ 3.00993156e+01  3.03590558e-02]
 [ 3.04037342e+01  2.98073553e-02]
 [ 3.07071228e+01  2.92785726e-02]
 [ 3.10094147e+01  2.87841782e-02]
 [ 3.13105431e+01  2.83356383e-02]
 [ 3.16104355e+01  2.79444195e-02]
 [ 3.19090271e+01  2.76219901e-02]
 [ 3.22062492e+01  2.73798164e-02]
 [ 3.25020332e+01  2.72293668e-02]
 [ 3.27963104e+01  2.71821078e-02]
 [ 3.30890121e+01  2.72495057e-02]
 [ 3.33800735e+01  2.74430308e-02]
 [ 3.36694221e+01  2.77741458e-02]
 [ 3.39569931e+01  2.82543227e-02]
 [ 3.42427177e+01  2.88950261e-02]
 [ 3.45265350e+01  2.97040194e-02]
 [ 3.48084183e+01  3.06742601e-02]
 [ 3.50883522e+01  3.17949988e-02]
 [ 3.53663254e+01  3.30554880e-02]
 [ 3.56423111e+01  3.44449729e-02]
 [ 3.59163017e+01  3.59527133e-02]
 [ 3.61882782e+01  3.75679582e-02]
 [ 3.64582214e+01  3.92799601e-02]
 [ 3.67261162e+01  4.10779677e-02]
 [ 3.69919434e+01  4.29512374e-02]
 [ 3.72556915e+01  4.48890142e-02]
 [ 3.75173416e+01  4.68805581e-02]
 [ 3.77768784e+01  4.89151105e-02]
 [ 3.80342789e+01  5.09819314e-02]
 [ 3.82895355e+01  5.30702733e-02]
 [ 3.85426254e+01  5.51693812e-02]
 [ 3.87935333e+01  5.72685078e-02]
 [ 3.90422440e+01  5.93569092e-02]
 [ 3.92887421e+01  6.14238344e-02]
 [ 3.95330048e+01  6.34585395e-02]
 [ 3.97750206e+01  6.54502660e-02]
 [ 4.00147743e+01  6.73882738e-02]
 [ 4.02522430e+01  6.92618117e-02]
 [ 4.04874191e+01  7.10601360e-02]
 [ 4.07202759e+01  7.27724954e-02]
 [ 4.09508018e+01  7.43881389e-02]
 [ 4.11789818e+01  7.58963153e-02]
 [ 4.14047966e+01  7.72862881e-02]
 [ 4.16282310e+01  7.85472915e-02]
 [ 4.18492699e+01  7.96685964e-02]
 [ 4.20678902e+01  8.06394443e-02]
 [ 4.22840843e+01  8.14490914e-02]
 [ 4.24978333e+01  8.20897147e-02]
 [ 4.27091484e+01  8.25652853e-02]
 [ 4.29180489e+01  8.28826725e-02]
 [ 4.31245422e+01  8.30487758e-02]
 [ 4.33286514e+01  8.30704793e-02]
 [ 4.35303879e+01  8.29546675e-02]
 [ 4.37297630e+01  8.27082396e-02]
 [ 4.39267960e+01  8.23380724e-02]
 [ 4.41215019e+01  8.18510577e-02]
 [ 4.43138924e+01  8.12540799e-02]
 [ 4.45039825e+01  8.05540383e-02]
 [ 4.46917915e+01  7.97578171e-02]
 [ 4.48773308e+01  7.88722932e-02]
 [ 4.50606194e+01  7.79043660e-02]
 [ 4.52416649e+01  7.68609270e-02]
 [ 4.54204865e+01  7.57488534e-02]
 [ 4.55970993e+01  7.45750368e-02]
 [ 4.57715149e+01  7.33463764e-02]
 [ 4.59437523e+01  7.20697418e-02]
 [ 4.61138268e+01  7.07520321e-02]] [[-4.62091370e+01  1.69549249e-02]
 [-4.60405083e+01  2.12401114e-02]
 [-4.58703880e+01  2.55499911e-02]
 [-4.56986656e+01  2.98702866e-02]
 [-4.55252190e+01  3.41867208e-02]
 [-4.53499336e+01  3.84850167e-02]
 [-4.51726913e+01  4.27508987e-02]
 [-4.49933815e+01  4.69700880e-02]
 [-4.48118858e+01  5.11283092e-02]
 [-4.46280861e+01  5.52112833e-02]
 [-4.44418640e+01  5.92047349e-02]
 [-4.42531090e+01  6.30943850e-02]
 [-4.40617027e+01  6.68659657e-02]
 [-4.38675308e+01  7.05051869e-02]
 [-4.36704712e+01  7.39977807e-02]
 [-4.34704132e+01  7.73294643e-02]
 [-4.32672386e+01  8.04859623e-02]
 [-4.30608292e+01  8.34530070e-02]
 [-4.28510742e+01  8.62163082e-02]
 [-4.26378517e+01  8.87615904e-02]
 [-4.24210472e+01  9.10745859e-02]
 [-4.22005806e+01  9.31445509e-02]
 [-4.19764977e+01  9.49749425e-02]
 [-4.17488785e+01  9.65727344e-02]
 [-4.15178032e+01  9.79449227e-02]
 [-4.12833595e+01  9.90984961e-02]
 [-4.10456200e+01  1.00040436e-01]
 [-4.08046684e+01  1.00777730e-01]
 [-4.05605850e+01  1.01317376e-01]
 [-4.03134537e+01  1.01666346e-01]
 [-4.00633545e+01  1.01831645e-01]
 [-3.98103676e+01  1.01820253e-01]
 [-3.95545731e+01  1.01639152e-01]
 [-3.92960548e+01  1.01295337e-01]
 [-3.90348930e+01  1.00795791e-01]
 [-3.87711639e+01  1.00147501e-01]
 [-3.85049553e+01  9.93574634e-02]
 [-3.82363434e+01  9.84326601e-02]
 [-3.79654121e+01  9.73800793e-02]
 [-3.76922379e+01  9.62067097e-02]
 [-3.74169083e+01  9.49195325e-02]
 [-3.71394997e+01  9.35255513e-02]
 [-3.68600960e+01  9.20317322e-02]
 [-3.65787735e+01  9.04450789e-02]
 [-3.62956200e+01  8.87725726e-02]
 [-3.60107117e+01  8.70212093e-02]
 [-3.57241287e+01  8.51979628e-02]
 [-3.54359550e+01  8.33098292e-02]
 [-3.51462746e+01  8.13637972e-02]
 [-3.48551598e+01  7.93668553e-02]
 [-3.45626984e+01  7.73259848e-02]
 [-3.42689667e+01  7.52481818e-02]
 [-3.39740486e+01  7.31404275e-02]
 [-3.36780243e+01  7.10088164e-02]
 [-3.33809471e+01  6.88559040e-02]
 [-3.30828781e+01  6.66833445e-02]
 [-3.27838707e+01  6.44927919e-02]
 [-3.24839821e+01  6.22859001e-02]
 [-3.21832657e+01  6.00643270e-02]
 [-3.18817844e+01  5.78297265e-02]
 [-3.15795898e+01  5.55837601e-02]
 [-3.12767391e+01  5.33280820e-02]
 [-3.09732876e+01  5.10643460e-02]
 [-3.06692924e+01  4.87942062e-02]
 [-3.03648090e+01  4.65193242e-02]
 [-3.00598927e+01  4.42413539e-02]
 [-2.97546024e+01  4.19619530e-02]
 [-2.94489918e+01  3.96827720e-02]
 [-2.91431179e+01  3.74054722e-02]
 [-2.88370361e+01  3.51317115e-02]
 [-2.85308056e+01  3.28631401e-02]
 [-2.82244778e+01  3.06014158e-02]
 [-2.79181137e+01  2.83481963e-02]
 [-2.76117649e+01  2.61051375e-02]
 [-2.73054905e+01  2.38738935e-02]
 [-2.69993477e+01  2.16561239e-02]
 [-2.66933880e+01  1.94534827e-02]
